Log File,Correctly Fixed,Suggested Fixes,Number of Queries
Closure_38,No,5,40
Lang_49,No,8,40
Chart_21,No,10,40
Codec_8,No,24,29
Lang_21,Yes,1,6
Compress_41,No,14,40
Cli_12,No,12,40
Closure_16,No,16,40
Closure_78,No,17,38
Chart_8,No,12,40
Jsoup_75,No,15,40
Closure_79,No,15,40
Math_102,No,12,40
Closure_18,No,7,40
Closure_49,No,0,1
Math_59,No,9,40
Chart_14,No,6,31
Compress_17,No,11,40
Jsoup_42,No,13,40
Jsoup_69,No,6,40
Jsoup_17,Yes,1,6
Math_73,No,4,40
Jsoup_78,No,5,15
Math_51,No,18,40
Lang_35,No,6,40
Cli_39,No,9,40
Math_56,No,16,40
Compress_39,No,7,24
Closure_34,No,6,20
Closure_8,No,24,40
Compress_34,No,9,25
Closure_111,No,7,40
Closure_108,No,13,40
Cli_23,No,34,40
Math_91,No,18,40
Math_96,No,12,40
Jsoup_25,No,8,40
Closure_125,No,12,40
Math_62,No,24,40
Compress_32,Yes,4,14
Math_26,No,13,40
Jsoup_30,No,13,40
Cli_1,No,22,40
Lang_52,No,10,40
JacksonCore_25,Yes,4,13
Closure_144,No,0,1
Closure_163,No,0,3
Chart_23,No,1,9
Closure_116,No,9,28
Jsoup_90,No,13,36
Math_72,No,21,40
Compress_46,No,13,40
Math_9,No,5,22
Math_37,No,13,40
Closure_168,No,0,12
Math_22,Yes,6,17
Chart_3,No,19,40
Closure_142,No,14,40
Jsoup_13,No,7,40
Chart_17,Yes,2,12
Jsoup_74,No,8,40
Closure_85,No,27,40
Jsoup_44,No,11,40
Math_38,No,9,24
Lang_42,No,9,40
Jsoup_33,No,16,40
Math_41,No,8,40
Closure_104,No,8,40
Lang_48,No,4,40
_,No,0,678
Csv_3,No,11,40
Closure_11,Yes,5,14
Jsoup_32,No,9,40
Closure_63,No,3,40
Compress_29,No,11,40
Closure_87,No,27,40
Lang_28,No,6,40
Math_16,No,23,40
Closure_172,No,15,40
Compress_28,No,17,40
Math_90,No,16,40
Jsoup_48,No,30,40
Chart_12,No,10,40
Codec_17,Yes,9,22
Closure_62,No,6,40
Closure_143,No,7,40
Closure_72,No,11,40
Math_52,No,7,40
Closure_146,No,11,39
Jsoup_81,No,6,17
Math_67,No,24,40
Jsoup_65,No,26,40
Compress_44,No,4,40
Cli_24,No,17,40
Cli_13,No,6,40
Jsoup_11,No,5,40
Closure_50,No,20,39
Compress_3,No,16,40
Lang_46,No,21,39
Closure_60,No,10,40
Jsoup_1,No,24,40
Closure_95,No,8,40
Closure_161,No,16,36
Closure_122,No,13,40
Csv_13,No,17,40
Math_49,No,9,40
Closure_115,No,9,30
Jsoup_68,No,24,40
Math_89,No,16,40
Jsoup_6,No,14,40
Closure_25,No,19,40
Jsoup_52,No,24,40
Jsoup_55,No,11,40
Compress_7,No,14,40
Lang_56,No,6,40
Closure_166,No,12,40
Codec_10,No,12,40
Cli_14,No,15,40
Compress_27,Yes,3,14
Closure_128,No,17,40
Closure_119,No,6,11
Cli_18,No,19,40
Closure_135,No,11,40
Closure_2,No,14,40
Closure_15,No,11,35
Codec_1,Yes,5,13
Lang_41,No,20,40
Codec_4,No,9,40
Closure_164,No,11,28
Closure_141,No,17,36
Lang_33,Yes,9,40
Closure_61,No,8,30
Csv_1,No,9,40
Jsoup_36,No,20,40
Math_97,No,9,40
Math_47,No,24,40
Closure_152,No,11,40
Lang_50,No,13,18
Closure_24,No,4,40
Compress_9,No,17,40
JacksonCore_11,No,11,40
Closure_131,No,13,40
Math_79,No,12,40
Math_44,No,16,40
Closure_93,No,7,40
Chart_18,No,18,40
Lang_23,No,10,40
JacksonCore_16,No,16,40
Closure_54,No,12,40
Closure_140,No,31,40
JacksonCore_15,No,8,40
Closure_40,No,12,40
Closure_81,No,7,23
Jsoup_10,No,3,10
Closure_58,No,12,40
Csv_9,Yes,9,27
Chart_1,Yes,1,6
Closure_138,No,10,40
Math_55,No,13,40
Jsoup_39,No,22,40
JacksonCore_1,No,9,40
Math_14,No,18,40
Closure_3,No,22,40
Lang_6,No,0,6
Lang_44,No,20,40
Jsoup_8,No,12,40
Math_104,No,6,40
Compress_16,No,18,40
Math_85,Yes,17,38
Chart_22,No,24,40
Compress_4,No,15,40
Jsoup_24,No,5,40
Closure_149,No,19,40
Cli_31,No,11,40
Lang_7,No,26,40
Jsoup_35,No,12,40
Jsoup_63,No,34,40
Closure_157,No,7,28
Closure_44,No,17,40
Codec_16,Yes,4,11
Closure_71,No,12,40
Lang_19,No,14,40
Lang_2,No,7,40
Codec_3,No,5,40
Chart_19,No,8,40
Jsoup_84,No,11,40
Closure_173,No,12,40
Math_68,No,27,40
Closure_126,Yes,5,16
Cli_22,No,23,40
Math_58,No,22,40
Csv_5,No,12,40
Jsoup_70,No,16,40
Chart_13,Yes,2,8
Compress_10,No,6,40
Jsoup_16,No,25,40
Compress_40,No,18,40
Chart_10,No,17,40
Closure_65,No,11,33
Closure_82,No,6,40
Chart_25,No,11,28
Math_43,No,5,40
Math_25,No,11,40
Jsoup_15,No,12,40
Jsoup_58,No,23,40
Chart_26,No,3,7
Math_78,No,16,40
Compress_24,No,33,40
Closure_137,No,15,35
Closure_84,No,17,40
Lang_9,No,8,40
Cli_35,No,5,40
Math_10,No,6,30
Closure_73,No,20,40
Cli_15,No,34,40
Math_11,No,13,40
Math_48,No,5,40
Math_80,Yes,1,7
Closure_66,No,15,40
Codec_9,No,11,40
Closure_10,Yes,9,40
Closure_106,No,17,40
Chart_4,No,7,34
Closure_89,No,16,33
Closure_133,No,7,40
Lang_29,Yes,1,6
Chart_5,No,22,40
Closure_48,No,18,40
Lang_60,Yes,1,6
Math_69,Yes,4,29
Jsoup_73,No,16,31
Closure_21,No,16,40
Jsoup_29,No,20,40
Lang_54,No,22,40
Jsoup_28,No,14,40
Closure_46,Yes,15,40
Jsoup_91,No,7,40
Cli_21,No,8,40
Closure_97,No,17,40
JacksonCore_19,No,8,40
Closure_127,No,8,31
Cli_30,No,13,40
Closure_12,No,9,40
Jsoup_83,No,17,40
Jsoup_64,No,7,40
Math_82,Yes,1,7
Chart_2,No,16,40
Cli_32,No,17,40
Closure_69,No,12,36
Math_81,No,14,40
Cli_20,No,16,40
Cli_36,No,0,40
Math_84,No,7,40
JacksonCore_22,No,10,40
Jsoup_43,No,15,40
Math_29,No,12,34
Jsoup_4,No,11,40
Lang_17,No,25,40
Closure_102,No,8,40
Jsoup_45,Yes,6,28
Codec_13,No,12,25
Closure_5,No,11,40
Csv_14,No,10,40
Compress_2,No,21,39
Closure_67,No,6,40
Lang_5,No,14,40
Closure_68,No,17,40
Closure_169,No,18,31
Chart_24,No,0,5
Cli_11,No,22,40
Closure_41,No,6,18
Math_34,No,5,33
Math_88,No,26,40
Closure_19,No,9,30
Closure_92,No,14,40
Jsoup_46,No,10,40
Chart_15,No,12,40
Closure_124,No,11,40
Compress_1,No,10,40
Closure_154,No,17,40
Cli_10,No,21,40
Lang_30,No,16,40
Closure_117,No,14,40
Jsoup_50,No,17,40
Lang_24,No,14,40
Closure_6,Yes,24,40
Closure_148,No,7,16
Compress_8,No,30,40
Closure_28,No,0,3
Math_8,No,10,40
Cli_19,Yes,16,33
Jsoup_7,No,14,28
Jsoup_41,No,14,40
Math_40,No,10,39
Closure_55,No,19,40
Jsoup_87,No,13,21
Compress_21,No,9,40
Math_18,No,14,40
Jsoup_77,Yes,5,12
Jsoup_89,No,19,40
Lang_45,No,12,40
Chart_6,No,11,40
Math_75,No,16,40
Jsoup_9,No,5,24
Lang_25,No,0,17
Math_27,No,18,23
Lang_55,No,16,40
Codec_12,No,11,30
Closure_151,No,13,40
Cli_4,No,27,40
Compress_15,No,23,40
Lang_39,No,10,40
Compress_43,No,27,40
Closure_43,No,16,40
Csv_4,No,8,16
Cli_5,Yes,1,6
Lang_4,No,16,40
Jsoup_47,No,9,40
Lang_38,No,12,40
Math_42,No,13,40
Cli_37,No,7,40
Compress_37,No,21,40
Jsoup_54,No,24,40
Jsoup_57,No,5,19
Closure_99,No,23,40
Closure_114,No,7,27
Jsoup_66,No,7,40
Math_101,Yes,9,40
Jsoup_19,No,7,40
Jsoup_61,Yes,8,30
Cli_2,No,12,40
Math_93,No,31,40
Closure_147,No,0,1
Math_86,No,16,40
Math_95,No,12,40
Math_60,No,20,40
Closure_33,No,10,35
Compress_13,No,1,9
Cli_34,No,10,40
Closure_105,No,23,40
Closure_74,No,10,40
Math_20,No,14,33
Closure_64,No,14,35
Compress_42,No,16,40
Codec_7,Yes,3,10
Math_106,No,20,40
JacksonCore_9,No,9,40
Closure_103,No,15,40
Lang_10,No,34,40
Lang_37,No,13,40
Closure_9,No,13,40
Math_54,No,9,40
Jsoup_88,No,10,40
Jsoup_53,No,11,40
Math_2,No,6,25
Compress_35,No,22,40
Compress_14,No,11,40
Math_33,No,17,40
Jsoup_18,No,15,40
Lang_3,No,11,40
Math_83,No,9,40
Closure_123,No,11,40
JacksonCore_26,No,8,40
Math_98,No,10,40
Lang_53,No,32,40
Math_103,No,8,40
Cli_17,No,8,40
Closure_121,No,17,40
Math_1,No,14,40
Lang_13,No,15,40
Jsoup_22,No,23,40
Codec_14,No,11,40
Jsoup_60,No,9,40
Cli_27,No,5,40
Jsoup_67,No,7,36
Compress_38,No,7,40
Compress_22,No,16,21
Closure_37,No,12,40
JacksonCore_14,No,7,40
Closure_77,No,9,40
Math_15,No,6,28
Csv_12,No,7,40
Closure_23,No,15,40
Closure_59,No,10,40
Compress_47,No,8,29
Math_6,No,0,5
Closure_75,No,8,40
Math_53,No,15,40
Closure_90,No,7,17
Cli_7,No,15,40
Closure_156,No,20,40
JacksonCore_10,No,20,40
Lang_36,No,11,40
Lang_12,No,16,36
Jsoup_37,No,13,40
Closure_53,No,14,28
Compress_19,No,21,40
Closure_20,No,11,40
Closure_88,No,18,40
Compress_18,No,7,40
Math_21,No,24,40
Csv_10,No,16,40
Csv_15,No,17,40
Closure_113,No,7,40
JacksonCore_13,No,12,40
Lang_15,No,13,40
Jsoup_80,No,9,40
Jsoup_23,No,15,40
Math_13,No,16,40
Lang_14,No,13,40
Closure_134,No,6,40
Jsoup_62,No,12,40
Closure_51,No,19,33
Math_35,No,10,40
Closure_136,No,27,40
Closure_110,No,17,40
Jsoup_12,No,13,40
Math_32,No,13,40
Jsoup_71,No,9,28
Lang_51,No,12,40
Math_65,No,30,40
Closure_94,No,16,40
Compress_23,Yes,2,7
Lang_58,No,19,40
Lang_63,No,31,40
Compress_20,No,20,40
Closure_100,No,14,40
Closure_30,No,7,40
Jsoup_3,No,18,32
Csv_8,No,35,40
Closure_17,No,15,40
Jsoup_86,No,9,40
Math_36,No,12,40
Closure_109,No,13,40
Cli_16,No,11,40
Closure_150,No,21,40
Lang_26,No,15,40
Jsoup_26,No,24,40
Lang_31,No,20,40
Chart_20,No,14,40
Closure_45,No,22,40
Closure_22,No,21,29
Math_28,No,10,40
Closure_139,No,8,40
Codec_5,No,5,40
Closure_132,No,13,40
Closure_86,No,13,36
Closure_145,No,16,40
Closure_153,No,20,40
Closure_159,No,19,40
Closure_112,No,17,40
Jsoup_85,No,14,40
Jsoup_31,No,6,40
Compress_25,No,5,35
Lang_59,Yes,3,16
Closure_4,No,12,40
Jsoup_20,No,11,40
Math_105,No,15,40
Closure_160,No,15,40
Math_100,No,10,40
Cli_6,No,0,29
Math_92,No,27,39
Closure_42,No,11,40
Math_50,No,5,40
Jsoup_82,No,19,40
Jsoup_14,No,13,40
Math_74,No,3,16
Closure_101,No,12,40
Jsoup_93,No,12,40
